SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,STREET_ID,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,ALTERNATE_NAME,CFCC,SPEEDLIMIT,ONEWAY,F_ZLEV,T_ZLEV,FT_COST,TF_COST,FT_DIR,TF_DIR,SHIELD,HWY_NUM,MUN_L,MUN_R,NBHD_L,NBHD_R,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,MCD00_L,MCD00_R,Shape_Length,shape_wkt,coordinates,segment_length_m,traffic_weight
29,1.0,17.0,2.0,18.0,15,,Acorn,ST,,,A41,15,,0,0,0.183,0.183,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000932240826756,"MULTILINESTRING ((-71.068393583999978 42.357705811000073, -71.069307097999967 42.357519894000063))","[(-71.06839358399998, 42.35770581100007), (-71.06930709799997, 42.35751989400006)]",103.47873176988911,0.09210526315789473
66,39.0,1.0,48.0,2.0,163,,Arch,ST,,,A41,20,FT,0,0,0.17422155,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000844964869904,"MULTILINESTRING ((-71.057802168999956 42.355897007000067, -71.057760990999952 42.35603199500008, -71.057796568999947 42.356532929000025, -71.057811812999944 42.356733992000045))","[(-71.05780216899996, 42.35589700700007), (-71.05776099099995, 42.35603199500008), (-71.05779656899995, 42.356532929000025), (-71.05781181299994, 42.356733992000045)]",93.79110055937778,0.0
67,79.0,41.0,78.0,50.0,163,,Arch,ST,,,A41,20,FT,0,0,0.1042392,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000533521301789,"MULTILINESTRING ((-71.058035222999933 42.355438267000068, -71.057931812999982 42.355511274000037, -71.057802168999956 42.355897007000067))","[(-71.05803522299993, 42.35543826700007), (-71.05793181299998, 42.35551127400004), (-71.05780216899996, 42.35589700700007)]",59.22086449855601,0.2857142857142857
68,89.0,81.0,88.0,80.0,163,,Arch,ST,,,A41,20,FT,0,0,0.10028683,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000550511852192,"MULTILINESTRING ((-71.058424634999938 42.355050338000069, -71.058148255999981 42.355344716000047, -71.058035222999933 42.355438267000068))","[(-71.05842463499994, 42.35505033800007), (-71.05814825599998, 42.35534471600005), (-71.05803522299993, 42.35543826700007)]",61.10681559330333,0.2830188679245283
146,340.0,360.0,367.0,371.0,51,,Albany,ST,,,A31,25,FT,0,0,0.03534023,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000223200053017,"MULTILINESTRING ((-71.062804669999935 42.342352066000046, -71.062814284999945 42.342332208000073, -71.062902472999951 42.342151435000062))","[(-71.06280466999993, 42.342352066000046), (-71.06281428499994, 42.34233220800007), (-71.06290247299995, 42.34215143500006)]",24.775205884850827,0.125
147,492.0,502.0,503.0,527.0,51,,Albany,ST,,,A31,25,,0,0,0.162,0.162,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.001195026859755,"MULTILINESTRING ((-71.065519329999972 42.339175769000065, -71.066493156999968 42.338483129000053))","[(-71.06551932999997, 42.339175769000065), (-71.06649315699997, 42.33848312900005)]",132.6479814328122,0.16071428571428573
148,540.0,580.0,541.0,581.0,51,,Albany,ST,,,A31,25,,0,0,0.09872737,0.09872737,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000711766779567,"MULTILINESTRING ((-71.06707972199996 42.338065492000055, -71.067660000999979 42.337653317000047))","[(-71.06707972199996, 42.338065492000055), (-71.06766000099998, 42.33765331700005)]",79.00611253189322,0.10294117647058823
149,582.0,592.0,583.0,597.0,51,,Albany,ST,,,A31,25,,0,0,0.11564548,0.11564548,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000833894179454,"MULTILINESTRING ((-71.067660000999979 42.337653317000047, -71.067700189999982 42.33762465500007, -71.068340152999951 42.337170852000042))","[(-71.06766000099998, 42.33765331700005), (-71.06770018999998, 42.33762465500007), (-71.06834015299995, 42.33717085200004)]",92.56225391937917,0.13157894736842105
151,2.0,2.0,1.0,3.0,52,,Albemarle,ST,,,A41,15,,0,0,0.08927709,0.08927709,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000390252249769,"MULTILINESTRING ((-71.083467676999987 42.342688098000053, -71.083141891999958 42.342473247000044))","[(-71.08346767699999, 42.34268809800005), (-71.08314189199996, 42.342473247000044)]",43.31799972431238,0.2571428571428571
257,25.0,23.0,28.0,24.0,125,,Anderson,ST,,,A41,20,FT,0,0,0.04100826,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000198442708641,"MULTILINESTRING ((-71.067788698999948 42.360305623000045, -71.06780121099996 42.360437386000058, -71.067807276999986 42.360503194000046))","[(-71.06778869899995, 42.360305623000045), (-71.06780121099996, 42.36043738600006), (-71.06780727699999, 42.360503194000046)]",22.027140659104028,0.22727272727272727
259,48.0,56.0,49.0,55.0,125,,Anderson,ST,,,A41,20,,0,0,0.05378867,0.05378867,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000260087857651,"MULTILINESTRING ((-71.067731748999961 42.359536380000065, -71.067712708999977 42.359276990000069))","[(-71.06773174899996, 42.359536380000065), (-71.06771270899998, 42.35927699000007)]",28.869752199281056,0.20689655172413793
260,1.0,3.0,2.0,4.0,4658,,Anderson,PL,,,A71,5,N,0,0,-1.0,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000292705222191,"MULTILINESTRING ((-71.067807276999986 42.360503194000046, -71.067514594999977 42.360506881000049))","[(-71.06780727699999, 42.360503194000046), (-71.06751459499998, 42.36050688100005)]",32.49027966321474,0.34688346883468835
275,32.0,50.0,29.0,49.0,143,,Anthony Rip Valenti,WAY,,,A41,20,,0,0,0.11771275,0.11771275,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000695161662882,"MULTILINESTRING ((-71.060472234999963 42.36398584300008, -71.059875861999956 42.364343039000062))","[(-71.06047223499996, 42.36398584300008), (-71.05987586199996, 42.36434303900006)]",77.16294457991314,0.27419354838709675
286,9.0,1.0,6.0,2.0,148,,Appleton,ST,,,A41,20,FT,0,0,0.24132967,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.001531699537826,"MULTILINESTRING ((-71.070596242999954 42.346247178000056, -71.06972276099998 42.346489751000036, -71.069354353999984 42.346585750000031, -71.069114342999967 42.346539368000037))","[(-71.07059624299995, 42.346247178000056), (-71.06972276099998, 42.346489751000036), (-71.06935435399998, 42.34658575000003), (-71.06911434299997, 42.34653936800004)]",170.01864869873359,0.0
287,67.0,11.0,74.0,8.0,148,,Appleton,ST,,,A41,20,FT,0,0,0.34933106,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.002215673264537,"MULTILINESTRING ((-71.072737980999989 42.34567958100007, -71.070596242999954 42.346247178000056))","[(-71.07273798099999, 42.34567958100007), (-71.07059624299995, 42.346247178000056)]",245.93973236360378,0.25925925925925924
288,129.0,69.0,128.0,76.0,148,,Appleton,ST,,,A41,20,FT,0,0,0.347729,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.002204634478433,"MULTILINESTRING ((-71.074867899999958 42.345110530000056, -71.074636649999945 42.345170299000074, -71.072737980999989 42.34567958100007))","[(-71.07486789999996, 42.345110530000056), (-71.07463664999995, 42.345170299000074), (-71.07273798099999, 42.34567958100007)]",244.7144271060805,0.22282608695652173
303,703.0,697.0,644.0,640.0,222,,Atlantic,AVE,,,A31,25,FT,0,0,0.03735802,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000239692214838,"MULTILINESTRING ((-71.05621743599994 42.351227314000027, -71.056096399999944 42.351434202000064))","[(-71.05621743599994, 42.35122731400003), (-71.05609639999994, 42.351434202000064)]",26.60583584706075,0.45454545454545453
343,4.0,6.0,5.0,7.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.04974285,-1.0,,,S,2,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000439470034577,"MULTILINESTRING ((-71.072252516999981 42.355042683000079, -71.072116767999944 42.354760157000044, -71.072061653999981 42.354646824000042))","[(-71.07225251699998, 42.35504268300008), (-71.07211676799994, 42.354760157000044), (-71.07206165399998, 42.35464682400004)]",48.78117383799762,0.23404255319148937
344,8.0,10.0,9.0,11.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.04771102,-1.0,,,S,2,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000421754729043,"MULTILINESTRING ((-71.072061653999981 42.354646824000042, -71.071877385999983 42.354267453000034))","[(-71.07206165399998, 42.35464682400004), (-71.07187738599998, 42.354267453000034)]",46.81477492382437,0.24444444444444444
345,,,12.0,12.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.05421948,-1.0,,,S,2,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.00048042914977,"MULTILINESTRING ((-71.071877385999983 42.354267453000034, -71.07166224599996 42.353837887000054))","[(-71.07187738599998, 42.354267453000034), (-71.07166224599996, 42.353837887000054)]",53.3276356244467,0.24489795918367346
346,,,13.0,13.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.04365824,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000384483852448,"MULTILINESTRING ((-71.07166224599996 42.353837887000054, -71.07150113199998 42.35348878800005))","[(-71.07166224599996, 42.353837887000054), (-71.07150113199998, 42.35348878800005)]",42.6777076217773,0.24390243902439024
347,,,14.0,14.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.05333847,-1.0,,,S,2,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000473530350692,"MULTILINESTRING ((-71.07150113199998 42.35348878800005, -71.071285015999933 42.353067451000072))","[(-71.07150113199998, 42.35348878800005), (-71.07128501599993, 42.35306745100007)]",52.56186892678945,0.2857142857142857
348,,,15.0,15.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.0489736,-1.0,,,S,2,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000433215075422,"MULTILINESTRING ((-71.071285015999933 42.353067451000072, -71.071094349999953 42.352678450000042))","[(-71.07128501599993, 42.35306745100007), (-71.07109434999995, 42.35267845000004)]",48.086873371886945,0.3191489361702128
349,16.0,18.0,17.0,19.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.04832456,-1.0,,,S,2,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000431159344428,"MULTILINESTRING ((-71.071094349999953 42.352678450000042, -71.070888354999965 42.352299683000069))","[(-71.07109434999995, 42.35267845000004), (-71.07088835499997, 42.35229968300007)]",47.858687231556836,0.32608695652173914
350,58.0,60.0,59.0,69.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.04024931,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000354334884381,"MULTILINESTRING ((-71.070440936999944 42.351413439000055, -71.07029307199997 42.351091431000043))","[(-71.07044093699994, 42.351413439000055), (-71.07029307199997, 42.35109143100004)]",39.33117216624211,0.39473684210526316
351,106.0,116.0,107.0,127.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.03830108,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000332541677223,"MULTILINESTRING ((-71.069733805999988 42.349656236000044, -71.069663872999968 42.349468004000073, -71.069620325999949 42.349343671000042))","[(-71.06973380599999, 42.349656236000044), (-71.06966387299997, 42.34946800400007), (-71.06962032599995, 42.34934367100004)]",36.91212617170692,0.25
352,118.0,136.0,129.0,135.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.07395287,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000640797898374,"MULTILINESTRING ((-71.069620325999949 42.349343671000042, -71.069409650999944 42.348738495000077))","[(-71.06962032599995, 42.34934367100004), (-71.06940965099994, 42.34873849500008)]",71.12856671954323,0.23943661971830985
353,138.0,142.0,137.0,141.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.01664408,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.00014332250076,"MULTILINESTRING ((-71.069409650999944 42.348738495000077, -71.069368734999955 42.34860113700006))","[(-71.06940965099994, 42.34873849500008), (-71.06936873499995, 42.34860113700006)]",15.908797584305288,0.0
354,144.0,148.0,143.0,149.0,178,,Arlington,ST,,,A21,35,FT,0,0,0.02040488,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000176329532916,"MULTILINESTRING ((-71.069368734999955 42.34860113700006, -71.069313922999982 42.348433543000056))","[(-71.06936873499995, 42.34860113700006), (-71.06931392299998, 42.348433543000056)]",19.572578153705187,0.0
458,2.0,36.0,1.0,35.0,314,,Battery,ST,,,A41,20,,0,0,0.206,0.206,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.001346999278235,"MULTILINESTRING ((-71.052754646999972 42.366249464000077, -71.051415037999959 42.36639037100008))","[(-71.05275464699997, 42.36624946400008), (-71.05141503799996, 42.36639037100008)]",149.51691988406148,0.1981981981981982
459,10.0,28.0,9.0,15.0,316,,Batterymarch,ST,,,A41,20,FT,0,0,0.062,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000475348765779,"MULTILINESTRING ((-71.054853252999976 42.357840995000061, -71.054412299999967 42.35766346500003))","[(-71.05485325299998, 42.35784099500006), (-71.05441229999997, 42.35766346500003)]",52.76371300147224,0.25
460,30.0,50.0,17.0,45.0,316,,Batterymarch,ST,,,A41,20,FT,0,0,0.114,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000672589739048,"MULTILINESTRING ((-71.054412299999967 42.35766346500003, -71.053783388999989 42.357425037000041))","[(-71.05441229999997, 42.35766346500003), (-71.05378338899999, 42.35742503700004)]",74.65746103431371,0.35
461,52.0,58.0,47.0,53.0,316,,Batterymarch,ST,,,A41,20,FT,0,0,0.105,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000289407400582,"MULTILINESTRING ((-71.053783388999989 42.357425037000041, -71.053687452999952 42.357388305000029, -71.053554298999984 42.357257464000043))","[(-71.05378338899999, 42.35742503700004), (-71.05368745299995, 42.35738830500003), (-71.05355429899998, 42.35725746400004)]",32.12422146460569,0.37037037037037035
462,72.0,78.0,73.0,79.0,316,,Batterymarch,ST,,,A41,20,FT,0,0,0.085,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000298053764395,"MULTILINESTRING ((-71.053281062999986 42.356942862000039, -71.053083174999983 42.356719980000037))","[(-71.05328106299999, 42.35694286200004), (-71.05308317499998, 42.35671998000004)]",33.083967847874156,0.23333333333333334
503,726.0,798.0,727.0,799.0,257,,Back,ST,,,A41,15,,0,0,0.646,0.646,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.003087031864621,"MULTILINESTRING ((-71.100274572999979 42.350761190000071, -71.102034999999944 42.350879804000044, -71.103263179999942 42.350960197000063, -71.10335497899996 42.350959141000033))","[(-71.10027457299998, 42.35076119000007), (-71.10203499999994, 42.350879804000044), (-71.10326317999994, 42.35096019700006), (-71.10335497899996, 42.35095914100003)]",342.6605369729461,0.0
545,2.0,8.0,1.0,7.0,272,,Baldwin,PL,,,A41,15,,0,0,0.145,0.145,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000579821585942,"MULTILINESTRING ((-71.055514278999965 42.364724159000048, -71.056089162999967 42.364799667000057))","[(-71.05551427899996, 42.36472415900005), (-71.05608916299997, 42.36479966700006)]",64.36019603954325,0.14583333333333334
577,152.0,216.0,151.0,217.0,322,,Bay State,RD,,,A41,20,FT,0,0,0.48,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.00307067380126,"MULTILINESTRING ((-71.100368015999948 42.350316976000045, -71.101609565999979 42.350446039000076, -71.101869935999957 42.350471736000031, -71.103423695999936 42.350619797000036))","[(-71.10036801599995, 42.350316976000045), (-71.10160956599998, 42.350446039000076), (-71.10186993599996, 42.35047173600003), (-71.10342369599994, 42.350619797000036)]",340.8447919399075,0.0
610,15.0,1.0,8.0,2.0,327,,Beach,ST,,,A41,20,FT,0,0,0.09853269,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.00063214603656,"MULTILINESTRING ((-71.062172185999941 42.351467609000053, -71.062792634999937 42.351588653000078))","[(-71.06217218599994, 42.35146760900005), (-71.06279263499994, 42.35158865300008)]",70.16821005811303,0.23076923076923078
611,59.0,57.0,58.0,58.0,327,,Beach,ST,,,A41,20,FT,0,0,0.03329205,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000213080950585,"MULTILINESTRING ((-71.060309417999974 42.351310949000037, -71.060517902999948 42.351354966000031))","[(-71.06030941799997, 42.35131094900004), (-71.06051790299995, 42.35135496600003)]",23.651985514952038,0.2
612,73.0,61.0,72.0,60.0,327,,Beach,ST,,,A41,20,FT,0,0,0.06966359,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000443752286797,"MULTILINESTRING ((-71.059877992999986 42.351207081000041, -71.060309417999974 42.351310949000037))","[(-71.05987799299999, 42.35120708100004), (-71.06030941799997, 42.35131094900004)]",49.256503834504706,0.22857142857142856
613,123.0,109.0,116.0,102.0,327,,Beach,ST,,,A31,25,FT,0,0,0.08469089,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000673595976131,"MULTILINESTRING ((-71.057437458999971 42.350648895000063, -71.058091364999939 42.350810569000032))","[(-71.05743745899997, 42.35064889500006), (-71.05809136499994, 42.35081056900003)]",74.76915335058115,0.35714285714285715
614,139.0,125.0,140.0,118.0,327,,Beach,ST,,,A31,25,FT,0,0,0.1067741,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000846807530865,"MULTILINESTRING ((-71.05661861599998 42.350433073000033, -71.057437458999971 42.350648895000063))","[(-71.05661861599998, 42.35043307300003), (-71.05743745899997, 42.35064889500006)]",93.99563592604888,0.4383561643835616
618,2.0,4.0,1.0,1.0,332,,Beacon,ST,,,A31,25,,0,0,0.11,0.11,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000858381138689,"MULTILINESTRING ((-71.060442128999966 42.358001556000033, -71.060712098999943 42.35808559600008, -71.060942335999982 42.358143637000069, -71.061270269999966 42.358226303000038))","[(-71.06044212899997, 42.35800155600003), (-71.06071209899994, 42.35808559600008), (-71.06094233599998, 42.35814363700007), (-71.06127026999997, 42.35822630300004)]",95.28030639449779,0.0
621,,,22.0,18.0,332,,Beacon,ST,,,A31,25,FT,0,0,-1.0,0.07,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000545389176148,"MULTILINESTRING ((-71.063199864999945 42.357709525000075, -71.062703447999979 42.357935400000031))","[(-71.06319986499994, 42.357709525000075), (-71.06270344799998, 42.35793540000003)]",60.538198552431915,0.22916666666666666
622,36.0,36.0,35.0,37.0,332,,Beacon,ST,,,A31,25,,0,0,0.092,0.092,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000754492416219,"MULTILINESTRING ((-71.065065389999972 42.357157489000031, -71.065801861999944 42.356993575000047))","[(-71.06506538999997, 42.35715748900003), (-71.06580186199994, 42.35699357500005)]",83.74865820035232,0.18032786885245902
623,70.0,84.0,71.0,85.0,332,,Beacon,ST,,,A21,35,FT,0,0,0.13458232,-1.0,,,S,2,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.001503147923485,"MULTILINESTRING ((-71.069847893999963 42.356068922000077, -71.071312968999962 42.35573275400003))","[(-71.06984789399996, 42.35606892200008), (-71.07131296899996, 42.35573275400003)]",166.84941950680945,0.21428571428571427
624,86.0,90.0,87.0,91.0,332,,Beacon,ST,,,A21,35,FT,0,0,0.06786617,-1.0,,,S,2,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.00075659403565,"MULTILINESTRING ((-71.071312968999962 42.35573275400003, -71.072048567999957 42.355555755000069))","[(-71.07131296899996, 42.35573275400003), (-71.07204856799996, 42.35555575500007)]",83.98193795715216,0.24193548387096775
625,147.0,201.0,132.0,180.0,332,,Beacon,ST,,,A21,35,FT,0,0,0.20236917,-1.0,,,S,28,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.00224584145337,"MULTILINESTRING ((-71.074795789999939 42.354808573000071, -71.076965834999953 42.354230033000078))","[(-71.07479578999994, 42.35480857300007), (-71.07696583499995, 42.35423003300008)]",249.28840132410622,0.24468085106382978
626,203.0,255.0,182.0,234.0,332,,Beacon,ST,,,A31,25,FT,0,0,0.282,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.00220580383091,"MULTILINESTRING ((-71.076965834999953 42.354230033000078, -71.079093988999944 42.353649920000066))","[(-71.07696583499995, 42.35423003300008), (-71.07909398899994, 42.353649920000066)]",244.8442252310434,0.13368983957219252
627,257.0,297.0,236.0,280.0,332,,Beacon,ST,,,A31,25,FT,0,0,0.28325623,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.002243818321919,"MULTILINESTRING ((-71.079093988999944 42.353649920000066, -71.081260069999985 42.353064417000041))","[(-71.07909398899994, 42.353649920000066), (-71.08126006999998, 42.35306441700004)]",249.06383373296606,0.1746031746031746
628,299.0,349.0,282.0,332.0,332,,Beacon,ST,,,A31,25,FT,0,0,0.303,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.002365397752039,"MULTILINESTRING ((-71.081260069999985 42.353064417000041, -71.083544222999933 42.352449802000081))","[(-71.08126006999998, 42.35306441700004), (-71.08354422299993, 42.35244980200008)]",262.55915047628605,0.155
629,401.0,433.0,402.0,432.0,332,,Beacon,ST,,,A31,25,FT,0,0,0.197,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.001546762552241,"MULTILINESTRING ((-71.085499194999954 42.351922456000068, -71.08699295599996 42.351521018000028))","[(-71.08549919499995, 42.35192245600007), (-71.08699295599996, 42.35152101800003)]",171.69064329875542,0.20454545454545456
651,25.0,1.0,24.0,2.0,341,,Beaver,PL,,,A41,20,FT,0,0,-1.0,0.123,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000788388434615,"MULTILINESTRING ((-71.072289067999975 42.356066365000061, -71.071528739999962 42.356274830000075))","[(-71.07228906799998, 42.35606636500006), (-71.07152873999996, 42.356274830000075)]",87.5111162422214,0.23880597014925373
653,1.0,1.0,2.0,2.0,342,,Beaver,ST,,,A41,15,,0,0,0.145,0.145,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000564413697655,"MULTILINESTRING ((-71.072048567999957 42.355555755000069, -71.072289067999975 42.356066365000061))","[(-71.07204856799996, 42.35555575500007), (-71.07228906799998, 42.35606636500006)]",62.64992043970696,0.21311475409836064
737,64.0,98.0,65.0,99.0,383,,Bennet,ST,,,A41,15,,0,0,0.077,0.077,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000382377187433,"MULTILINESTRING ((-71.062466677999964 42.349319362000074, -71.062275287999967 42.349231564000036, -71.062115731999938 42.349167842000043))","[(-71.06246667799996, 42.349319362000074), (-71.06227528799997, 42.349231564000036), (-71.06211573199994, 42.34916784200004)]",42.44386780507908,0.23529411764705882
749,2.0,28.0,1.0,29.0,393,,Berkeley,ST,,,A31,25,FT,0,0,0.05667821,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000431888580632,"MULTILINESTRING ((-71.069835504999958 42.345274295000081, -71.069987154999978 42.345310536000056, -71.070115351999959 42.345361781000065, -71.070226698999988 42.345443148000072))","[(-71.06983550499996, 42.34527429500008), (-71.06998715499998, 42.345310536000056), (-71.07011535199996, 42.345361781000065), (-71.07022669899999, 42.34544314800007)]",47.93963245019025,0.0
750,30.0,38.0,31.0,39.0,393,,Berkeley,ST,,,A31,25,FT,0,0,0.07338146,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000461038958243,"MULTILINESTRING ((-71.070226698999988 42.345443148000072, -71.070417128999964 42.345863021000071))","[(-71.07022669899999, 42.34544314800007), (-71.07041712899996, 42.34586302100007)]",51.17532436502491,0.2857142857142857
751,40.0,48.0,41.0,47.0,393,,Berkeley,ST,,,A31,25,FT,0,0,0.0673331,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000423861328302,"MULTILINESTRING ((-71.070417128999964 42.345863021000071, -71.070596242999954 42.346247178000056))","[(-71.07041712899996, 42.34586302100007), (-71.07059624299995, 42.346247178000056)]",47.04860744155533,0.2826086956521739
752,50.0,64.0,49.0,63.0,393,,Berkeley,ST,,,A31,25,FT,0,0,0.07691461,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000486442716703,"MULTILINESTRING ((-71.070596242999954 42.346247178000056, -71.070812468999975 42.34668292200007))","[(-71.07059624299995, 42.346247178000056), (-71.07081246899997, 42.34668292200007)]",53.99514155408272,0.2692307692307692
753,66.0,74.0,65.0,75.0,393,,Berkeley,ST,,,A31,25,FT,0,0,0.05095093,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000321732250236,"MULTILINESTRING ((-71.070812468999975 42.34668292200007, -71.070953153999938 42.346972265000034))","[(-71.07081246899997, 42.34668292200007), (-71.07095315399994, 42.34697226500003)]",35.71227977622732,0.23529411764705882
754,202.0,210.0,201.0,209.0,393,,Berkeley,ST,,,A31,25,FT,0,0,0.06122456,-1.0,,,,,BOSTON,BOSTON,BOSTON,BOSTON,MA,MA,25025,25025,7000,7000,0.000386861525472,"MULTILINESTRING ((-71.072648096999956 42.350428592000071, -71.072818435999977 42.350775934000069))","[(-71.07264809699996, 42.35042859200007), (-71.07281843599998, 42.35077593400007)]",42.94162932743199,0.35
